# timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
-499878999.9999644,-4.869954678695649,-0.6186485245125368,-0.028087702550692484,0.9946336876948677,-0.0007435340167335294,0.006062360141562553,0.10327885673838759
-489903000.00059503,-4.773931568022817,-0.5972708700574003,-0.028292637347476557,0.9948431826119225,-0.0006513602286163919,0.005716456665837529,0.10126173938670699
-479890999.9999523,-4.677902461960912,-0.5750469717895612,-0.02855391296907328,0.9950514063232543,-0.0006068739669909618,0.005589189215871933,0.09920227538726742
-469954000.0001434,-4.581522345077246,-0.553952053480316,-0.02845372963929549,0.9952474528649914,-0.000639803240319513,0.005658764255564594,0.09721150448717643
-459933999.9995209,-4.485331915784627,-0.5335509968572296,-0.02887423150241375,0.9954407737488967,-0.000828568998294669,0.005401038012782177,0.09522503987921081
-449934000.00021213,-4.389091368764639,-0.5126191673916765,-0.028832799580413848,0.9956342034532867,-0.001071704991597152,0.004955877425793576,0.09320313107021176
-439956000.00016564,-4.292419112287462,-0.4928067463915795,-0.028578592464327812,0.9958202456874911,-0.0011508670930613712,0.004858675177126327,0.09119817464928848
-429955999.99994737,-4.196177814155817,-0.4735366325476207,-0.028630496992263943,0.9960021660633782,-0.0011265134841243573,0.004899457854330422,0.08918750740525525
-419957999.9994967,-4.099719721823931,-0.45344580442178994,-0.02905585875851102,0.996184557346836,-0.0012655672522623657,0.004631270373551454,0.08713941345881095
-409711000.00024307,-4.00287331873551,-0.4346703927149065,-0.02851180810830556,0.9963613355454805,-0.0014635452263321658,0.00432787040455012,0.08510708902998909
-399730000.00009054,-3.9062926406040788,-0.41665641439612955,-0.028422818664694205,0.9965320561376191,-0.0015741294126511499,0.00431431776894962,0.0830829096078737
-389857999.9995491,-3.809976298827678,-0.39746555034071207,-0.028592007467523217,0.9967006331285017,-0.0016656692871030413,0.004205983863245878,0.08103939268536012
-379815000.00023514,-3.712956650182605,-0.37972319655818865,-0.028079116018489003,0.9968660823894265,-0.001808109830573201,0.003920774601583826,0.07898969582750204
-369701999.99996114,-3.61618312029168,-0.3626571230124682,-0.027975497650913894,0.9970250951129424,-0.0020353023533565676,0.003770442394268982,0.07695843698718395
-359757000.00017244,-3.5196122638881207,-0.34481496177613735,-0.027892470738152042,0.9971840634267125,-0.0021885911049888246,0.003610542723856657,0.07487401216713642
-349744000.0001006,-3.422442558221519,-0.3280786999966949,-0.027282414317596704,0.997337667815581,-0.0023520570622860395,0.0033946714930895476,0.07280467285283083
-339902000.0006203,-3.3255319595336914,-0.31201254937332124,-0.027151159243658185,0.9974905384079307,-0.002583279430377591,0.003392634880441143,0.07067136961039697
-329946000.0007457,-3.2287989603355527,-0.2953340293606743,-0.027128770103445277,0.997637886115906,-0.0028360203405999734,0.003286626964864744,0.06855511110054617
-319948999.99972403,-3.1314875688403845,-0.2799169063800946,-0.026593723305268213,0.9977789343903829,-0.0029082734655335334,0.003000990245660267,0.06648108069057841
-309862999.9994955,-3.034328370820731,-0.26523425767663866,-0.026829007343621925,0.9979175943195333,-0.00284690504070988,0.0028736096603220584,0.06437478113923796
-299869999.999828,-2.9374490971677005,-0.24948002520250157,-0.026634291833033785,0.9980475832911571,-0.002765578845423253,0.0026727516422376738,0.06233962992342493
-289872000.0002868,-2.8399346182122827,-0.23551437794230878,-0.026123486051801592,0.9981785951850518,-0.002507390471317691,0.0022090587600990335,0.06023558057174643
-279901000.0007911,-2.7427298123948276,-0.22213238466065377,-0.025659735896624625,0.9983048458264566,-0.0020605805164013898,0.0020578582918682822,0.05812877107423503
-269929000.0000474,-2.645609561819583,-0.20744720182847232,-0.026080477866344154,0.9984264845964006,-0.0017991366226251034,0.0021220095062567334,0.056007276666001166
-259907000.00056678,-2.5478290780447423,-0.19443371141096577,-0.02522259036777541,0.998543436024056,-0.001770028829017464,0.001725939070661002,0.053897073255797345
-249945000.00047994,-2.450359946116805,-0.18246774084400386,-0.024619856383651495,0.9986551085524781,-0.0017640649969498951,0.0014849604320984393,0.05179437352879105
-239927999.9999635,-2.35326831927523,-0.16901692567626014,-0.024438008054858074,0.9987623173076746,-0.0015637403137934176,0.001563520767128633,0.049688465917612126
-229945000.00004336,-2.2553988196887076,-0.15750351338647306,-0.023304125090362504,0.998865191751054,-0.0013654480097648352,0.0013568182378721567,0.04758805841944204
-219923999.9999918,-2.1577611113898456,-0.14650405291467905,-0.022672521823551506,0.998963057894025,-0.0013449889461084113,0.0011182694355981219,0.04549449902156693
-209934999.99985942,-2.0603972040116787,-0.13469031470594928,-0.02230260259239003,0.9990564836690007,-0.0013930413512853533,0.0012218614022674868,0.043390193931797674
-199934999.99964115,-1.9624272007495165,-0.1243670413387008,-0.021117656520800665,0.9991454150239937,-0.0014398520911273068,0.0010740367749040099,0.041294223657714076
-189924999.99967548,-1.8646238427609205,-0.11481211695354432,-0.0204283082857728,0.999229552098088,-0.0014619866065574815,0.0007674334354768901,0.03921193510831946
-179925000.00036672,-1.767047653440386,-0.10393007984384894,-0.01988249135320075,0.9993097393542396,-0.0014282521881957976,0.000828033280426674,0.03711225253652735
-169939000.00034046,-1.6689039869233966,-0.09494974237168208,-0.018503145780414343,0.9993843613383335,-0.0013189996190520266,0.0007310667449653787,0.035051734533267286
-159953000.0003142,-1.5709313754923642,-0.08650262875016779,-0.0175003852637019,0.9994554676581212,-0.0012598754771411846,0.0005310413657550929,0.03296814943450727
-149969000.00005552,-1.4731678701937199,-0.07709030248224735,-0.016864798206370324,0.9995223832369606,-0.0012198497729556277,0.0006636705248981205,0.030871943836954432
-139933999.99981192,-1.374743732623756,-0.06937898107571527,-0.015630198700819165,0.999582896704304,-0.0012501583143264122,0.000708496412065424,0.028843851220943795
-129958000.00044255,-1.2767423507757485,-0.062233309319708496,-0.014624574600020424,0.9996407806721272,-0.001271933472146458,0.0005887912927694325,0.026764624549505497
-119961000.00033039,-1.1787077467888594,-0.05404436372919008,-0.013622890779515728,0.9996941956562183,-0.0012085946303409584,0.0006563947426444311,0.024690557227976095
-110010999.9997585,-1.080219826195389,-0.04769559163833037,-0.012344599846983328,0.9997432889051919,-0.0011052362583779526,0.0006901209484999959,0.022619869029669074
-99943000.00016665,-0.9822190841659904,-0.04176717717200518,-0.011292893352219835,0.9997880875957592,-0.0009753736260155214,0.000581442876058275,0.020554573021251295
-90000000.00014552,-0.8841340420767665,-0.0348199283471331,-0.01037965519935824,0.9998291155431742,-0.0009522239795439166,0.0005362419361833023,0.018453872933147673
-80000000.00083673,-0.7855902616865933,-0.029661002627108246,-0.00912906220764853,0.9998646650373176,-0.0009774490320540784,0.0005579439669228525,0.016412949208847113
-69986999.99985547,-0.6874912027269602,-0.025231855048332363,-0.008091223135124892,0.9998959842019537,-0.0009424902699481823,0.00043470352649978066,0.01438553168087659
-60002999.9995968,-0.5894085871987045,-0.01937323366291821,-0.0070572343247476965,0.9999233951905,-0.0007893203598651066,0.0003040952861296155,0.01234861328771843
-49971999.99979784,-0.49079078948125243,-0.015531587589066476,-0.005717145744711161,0.9999467327079045,-0.0005110691089586419,0.0003520020810130148,0.010302749617815726
-39905999.99997357,-0.392715428955853,-0.012094083882402629,-0.004652602743590251,0.999965724606187,-0.0003631846466918218,0.0003842057186119007,0.008262571978599984
-29960000.000755828,-0.2946104281581938,-0.007879021053668112,-0.003542949940310791,0.9999807612148175,-0.000279872736643239,0.00026791127177870053,0.006190888065215973
-19973000.00039104,-0.19617347232997417,-0.005336633417755365,-0.0022416282445192337,0.9999914264863005,-0.00019346523079604672,0.0002873459283143708,0.004126373397541752
-9857000.000010885,-0.09807230019941926,-0.003263050108216703,-0.0012576256995089352,0.9999978095615294,-9.957915901780229e-05,0.0002046218716904474,0.002080645578586334
0.0,4.656612873077393e-10,0.0,-2.9103830456733704e-11,1.0,-3.541325578977863e-19,-1.457199164064646e-18,7.539697512963271e-19
9973999.999601802,0.09847177471965551,0.0012486620689742267,0.0013731704966630787,0.9999978430418637,0.0001402830336308767,-0.0001304995251530391,-0.002068139783604022
19988000.000012107,0.19669531239196658,0.0021585740032605827,0.002607704809634015,0.9999914577627549,0.00032934263092212053,-0.0002630215312538334,-0.00411178241469764
29980000.000250585,0.29477005591616035,0.00414052908308804,0.0036831732431892306,0.9999805379249552,0.0004523802743184836,-0.00033069860809689666,-0.0062136753886223575
39972999.9999181,0.39320821361616254,0.00433783873450011,0.005113850609632209,0.9999654280948197,0.0005274304940222995,-0.0002877432917532038,-0.008293469480019073
49981999.999545224,0.49122908525168896,0.004124346422031522,0.006183972000144422,0.99994581261946,0.000584018148771786,-0.00034964469107196054,-0.010387901433855339
59985999.999298654,0.5895472019910812,0.00483408645959571,0.007517732621636242,0.9999217127834247,0.0005552765248608221,-0.0005388545093770042,-0.012488779286262278
69989999.99996158,0.6879434795118868,0.003770774754229933,0.008748375432332978,0.9998926058775872,0.0006018212893892776,-0.0007200062540915576,-0.014625187638380825
79979999.99952298,0.7859382000751793,0.0023779707844369113,0.009717579436255619,0.9998594572199383,0.0006519732344931428,-0.0009000571773500795,-0.016728139042620844
90135999.99980216,0.8839463698677719,0.002037720871157944,0.010865057440241799,0.999821404568546,0.0006356423502636881,-0.001111397465125531,-0.01885523060206351
100117999.99938376,0.9823490809649229,-0.000100590696092695,0.012216743372846395,0.9997788559677508,0.0005829222051346815,-0.0013204175532638075,-0.020979891777682672
110051999.99999604,1.080305382143706,-0.0026612431393004954,0.013252330420073122,0.9997315762381228,0.0004250260722949598,-0.001561415254843215,-0.023111832633487206
120159999.9994869,1.178260238841176,-0.004328335111495107,0.014306986093288288,0.9996789116254013,0.0003657617557472237,-0.001870051578065642,-0.025267425212834132
130208999.99992253,1.2766113975085318,-0.007877244090195745,0.01581915223505348,0.9996217881567203,0.0005210047920764552,-0.0021347385657035103,-0.027412626426954346
140148999.99983755,1.3744446118362248,-0.011690256942529231,0.017093476344598457,0.9995595074422606,0.0007657937013229259,-0.002298464606766834,-0.02957907541225019
150108999.9992473,1.4723732867278159,-0.014439171820413321,0.018099451524903998,0.9994913197671129,0.0009661282393709932,-0.0025392337940453617,-0.0317761010534523
160065999.99946046,1.570406660437584,-0.01912987040122971,0.019769921782426536,0.9994183080292066,0.001095016641577558,-0.002844462297742003,-0.0339669773284183
170159000.00023976,1.6681681633926928,-0.02439672820037231,0.02116601390298456,0.9993407704417052,0.0012940087413646445,-0.003063717488825397,-0.036151953052425856
180255000.00021565,1.765961904078722,-0.028264008462429047,0.022309062274871394,0.9992585654903912,0.0015822734030641946,-0.003236219212244598,-0.038332004776345976
