# w_x,w_y,w_z,a_x,a_y,a_z
0.045279908379391,-0.028746627757051,-0.40229988699446,-0.82656205957436,-3.6743459310474,10.10883760721
0.040524922122482,-0.035029133593493,-0.4027709039453,-0.78626275063821,-3.6851690413903,10.162276966128
0.03573468380411,-0.033697263554469,-0.4044282683535,-0.74080333804247,-3.7127586851817,10.222070421209
0.029904981233494,-0.026496174021299,-0.40388402810048,-0.7786778373361,-3.5834798824045,10.041894858028
0.019363734048469,-0.029646747918104,-0.4031964238854,-0.74074616173569,-3.5181279000438,9.8898856293235
0.0082586739411991,-0.037783235730388,-0.40369946030259,-0.61118423747533,-3.7484487150372,10.035027784925
0.0046558728500192,-0.03478125037083,-0.4036530412572,-0.64286660185403,-3.8377814077816,10.210538617186
0.0050869919225163,-0.028373062815206,-0.40366608506862,-0.78297161157593,-3.5918441966144,10.181462824608
-0.00025405686586112,-0.031705603392925,-0.40481717230833,-0.75768586983954,-3.4344875671222,10.127693400917
-0.006668948335982,-0.035468262883986,-0.40544909646208,-0.65330298936361,-3.5488944320539,10.211664390779
-0.0087496060855847,-0.030205023451388,-0.40557373199277,-0.65987254095907,-3.6082202672458,10.194119732163
-0.010179165172747,-0.02861876993368,-0.40626017219385,-0.65938165981521,-3.5228522271589,10.092671772338
-0.013369790396835,-0.032439454443628,-0.40714514636478,-0.59978941084293,-3.4433893930851,10.036366006487
-0.01827032183731,-0.031437536277084,-0.40722387441006,-0.58804599921649,-3.4577759841223,10.060776105514
-0.020256273561713,-0.031034405835521,-0.40887779324855,-0.62060409933401,-3.455049586504,10.077879689687
-0.022397332527456,-0.032380744960193,-0.40991912426127,-0.57015848443391,-3.3512271485284,10.086732736234
-0.025736732648338,-0.026944633216164,-0.41261025562208,-0.57322471176883,-3.3726880762491,10.029427825799
-0.029445222751087,-0.025382438233739,-0.41438621727877,-0.6209060050035,-3.5618098648118,9.9250536519291
-0.027582939338424,-0.029826572498679,-0.41472578468695,-0.59948510425298,-3.74090838509,9.8874856041398
-0.02167099843766,-0.029128086623877,-0.41582741698391,-0.52583733861503,-3.7597321273265,9.6359827635188
-0.016194348672011,-0.030761873630295,-0.41463830443632,-0.51279673782278,-3.9480223082275,9.573765348991
-0.0067526963712097,-0.040358592585751,-0.41579205877087,-0.55227722714936,-4.1684889619934,9.9127255466423
0.0075022080844718,-0.039488803697888,-0.41670824995524,-0.59207564307696,-3.9945806176944,10.181341714646
0.014443876871801,-0.031987483143205,-0.41792801246196,-0.61243429661541,-3.6856285250402,10.030135457449
0.012599795341031,-0.039022860671724,-0.41890181059266,-0.5289091521231,-3.7354242462842,10.033100138832
0.010601826039876,-0.040291431570966,-0.41924503900376,-0.48657777930464,-4.0002306093416,10.269065118007
0.015236552133895,-0.032087716835321,-0.4195862831532,-0.50296111240894,-4.0775210179403,10.215100350306
0.018634569313811,-0.033685559310023,-0.41981784068022,-0.4443319455476,-3.9720378652493,10.13279529776
0.016194883916739,-0.035736725413519,-0.41972066457819,-0.40162215371546,-3.8973771854619,10.235531003096
0.012531151329228,-0.027116716601491,-0.41995606489146,-0.45962383065814,-3.8868656076426,10.146681352632
0.0090884786298439,-0.027349709111268,-0.41997015515774,-0.47940525605942,-3.9480857664962,10.072014149737
0.0067532068353673,-0.032325252744578,-0.41951113188408,-0.39693446765051,-4.0668429015218,10.173967027276
0.0068712258100622,-0.025605964832891,-0.41960096210147,-0.39271429750293,-4.1137114662935,10.219871973185
0.0090085419385529,-0.024735070107957,-0.41859881778625,-0.39844215287749,-4.1109197463495,10.247746177207
0.00926826064777,-0.026991809591764,-0.41835299511831,-0.31907082994587,-4.0222817843971,10.376994250626
0.0092265215506045,-0.018929038152999,-0.41850104585056,-0.31366020545399,-3.9673995167375,10.355515113032
0.0069170433180138,-0.014681182430049,-0.41673388897298,-0.38445117463589,-3.9222645892269,10.252582846077
0.0051624868203117,-0.015966505065542,-0.41661630562703,-0.38715849844051,-3.9955449008428,10.264030419166
0.006371113797265,-0.011521029305711,-0.41635135978298,-0.37604972367443,-4.1216281657164,10.213445856291
0.0084964467276752,-0.008819374909854,-0.41616515581553,-0.43971726512327,-4.121608940859,10.146103977847
0.011078479718524,-0.010776968673376,-0.4157098824432,-0.47778467535478,-4.0464275997301,10.15405338117
0.010103707760745,-0.01046542337237,-0.41636990007672,-0.43776697405156,-3.9782784597706,10.063610373995
0.0077916515966335,-0.0082161098665141,-0.41527641506521,-0.43837192794383,-4.045226690805,9.9705188178954
0.0076294038571385,-0.010639193386537,-0.41381895280543,-0.45366113875225,-4.2086926871843,10.011165995211
0.011041993278568,-0.012968814378556,-0.41284110988462,-0.40302696793941,-4.2618687841066,10.057641095929
0.017682194286783,-0.009677992221773,-0.41241644340192,-0.3943229227485,-4.1112734664906,10.02409493154
0.019492365143765,-0.007273793388507,-0.41173897689164,-0.48871448433623,-4.008587446517,9.997155691809
0.0190600103722,-0.009662724380231,-0.41213663035789,-0.54563731168579,-4.0061443295395,10.034227338038
0.01871650881637,-0.0076583157231963,-0.41222113580421,-0.54104171493292,-4.0400826801086,9.933873237332
0.018724532493915,-0.0089905683647169,-0.41175896543358,-0.53610045769299,-4.0697252780923,9.8549472517322
0.018885852619828,-0.013790483110009,-0.41239512061854,-0.51435038903904,-4.0941564863784,9.9237601639724
0.020158474726853,-0.015660910643508,-0.41256085252576,-0.47207283068318,-4.1104680134217,10.019811139377
0.022801703517825,-0.017282274046982,-0.41198172464689,-0.4097669060807,-4.0228278114084,10.04884946847
0.023059447990152,-0.016723932939934,-0.41322946594986,-0.4216968701686,-3.8902086396972,10.0696770482
0.021736530791629,-0.012970342998944,-0.41363154605738,-0.52003733964331,-3.8502023437426,10.01028049097
0.020160551172885,-0.012896791549103,-0.41440681414877,-0.57881673869681,-3.8468569921812,9.8644684173242
0.016297968496952,-0.016686272816737,-0.41527729202646,-0.56199922789229,-3.917078443354,9.7588731547255
0.015201773222409,-0.019667331894227,-0.41707469822249,-0.53456434370845,-3.9624416768509,9.6957871815167
0.014447007239048,-0.022124732110093,-0.41758999348912,-0.56417969215218,-3.8735004253233,9.6652791042892
0.011834456153191,-0.025205022293579,-0.41877499446575,-0.60927273832935,-3.7443053615248,9.7118722386458
0.008427287730212,-0.027791768949542,-0.41971774529589,-0.59762182757995,-3.6467895572961,9.709311402849
0.0024921945706802,-0.030994003607111,-0.4207035835015,-0.55759855344296,-3.7458661237017,9.7434796924216
0.00044436538507815,-0.035667403066044,-0.42228254597628,-0.51832877042651,-3.9551212051464,9.8606177385584
