# timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z
0.0,5.551115e-17,3.330669e-16,-4.440892e-16,1.0,0.0,-2.5000000623275775e-18,7.500000187790526e-19
103735900.0,-0.04690294,-0.02839928,0.8586941,0.999999264348678,0.0005777061771266126,-0.0010333155139810213,-0.0002642285453571694
207338100.0,-0.09374345,-0.05676064,1.716275,0.9999970617601835,0.0011551433923890889,-0.0020650713146370325,-0.0005268730473043335
311075200.0,-0.1406429,-0.08515762,2.574964,0.9999933873683668,0.0017338077579968653,-0.0030979388122970458,-0.0007886097343279171
414691700.0,-0.1874858,-0.1135202,3.432648,0.9999882507876925,0.002312270979132059,-0.004129372377183749,-0.001048796100545322
518430199.99999994,-0.2343818,-0.141915,4.291335,0.9999816408481622,0.002891886435220768,-0.005161782431299798,-0.0013080373063571462
622044800.0,-0.2812195,-0.1702743,5.148987,0.9999735741216406,0.0034712753146093254,-0.0061927237964334424,-0.0015657196630041968
725797700.0,-0.3281178,-0.1986703,6.007777,0.9999640308131035,0.004051905546100334,-0.0072247949633479575,-0.0018224925771235558
829419900.0,-0.3749547,-0.227029,6.865477,0.9999530363315174,0.004632266413427651,-0.008255327905791244,-0.0020776911276690693
933146700.0,-0.4218367,-0.2554151,7.724036,0.9999405672177135,0.005213674930820376,-0.009286652052003089,-0.002331891871062919
1036910000.0,-0.4687329,-0.2838096,8.582886,0.9999266295567004,0.0057957478206117855,-0.010318089692403167,-0.0025849246945461625
1140497000.0,-0.5155474,-0.3121547,9.440275,0.9999112557241197,0.006377291071322546,-0.011347527247385249,-0.0028362757580507945
1244242000.0,-0.562431,-0.3405416,10.29896,0.9998943974487783,0.0069601752283935435,-0.012378282562597879,-0.0030867510646394743
1347979000.0,-0.6093087,-0.368925,11.15757,0.9998760795080154,0.007543469785751642,-0.013408696603862598,-0.0033359476401786355
1451596000.0,-0.6562052,-0.3973964,12.01541,0.9998556583800672,0.008169824348591873,-0.014443347458104343,-0.003647751318283131
1555212000.0,-0.7018788,-0.4239119,12.86965,0.9998445655052736,0.008097803922413277,-0.015385974475442083,-0.0029227026269989646
1658960000.0,-0.7498241,-0.4540039,13.73146,0.9998124197124907,0.009294961047852539,-0.01649604682679407,-0.004075478727887266
1762569000.0,-0.7992511,-0.484077,14.60026,0.9997833831432147,0.010608000511882197,-0.01732262510146994,-0.004536934586452236
1866302000.0,-0.8546642,-0.515507,15.47957,0.9997446383040068,0.011607361480513443,-0.018304719174318414,-0.006392542358138644
1969923000.0,-0.9072868,-0.5464705,16.3694,0.9997300697281805,0.011447402641562004,-0.01897412692503834,-0.0069804843300464384
2073665999.9999998,-0.9609163,-0.5783595,17.26896,0.9997248167287558,0.010598724188951856,-0.01977276381545836,-0.006855339037594122
2177281000.0,-1.011589,-0.6092403,18.17318,0.9997163819203364,0.00986517038423404,-0.02052728929291825,-0.006961646909094956
2281017000.0,-1.066256,-0.6387363,19.08411,0.9997079957118611,0.009622824922410856,-0.021119682073437045,-0.006729307498023003
2384639000.0,-1.118651,-0.6686219,19.99722,0.9996850798307958,0.009943191399406677,-0.02199862300452661,-0.006850890044007478
2488250000.0,-1.17184,-0.6990778,20.91368,0.9996725072211965,0.010528643019739553,-0.02253848611690985,-0.006003551099777591
2591988000.0,-1.224279,-0.7287421,21.84042,0.999672582486536,0.00973154625117802,-0.022925401113049013,-0.005869481754536438
2695832000.0,-1.280807,-0.7604717,22.77432,0.999684473548655,0.007783623607737295,-0.022929827963932385,-0.006677689632358892
2799367000.0,-1.334841,-0.7929673,23.70953,0.9997041684307404,0.005944293505976368,-0.02251233734607343,-0.007031050002179661
2903084000.0,-1.385747,-0.8209244,24.65175,0.9997303742345651,0.004647418912280821,-0.02179343153208827,-0.006528910500727134
3006768000.0,-1.436633,-0.8456208,25.59694,0.9997492037022969,0.004051791006469165,-0.02107090243223706,-0.006413248549235665
3110441000.0,-1.487044,-0.8702127,26.54471,0.9997543639284406,0.005337871110655513,-0.02048656699791247,-0.006558926031370031
3214057000.0,-1.538025,-0.8971121,27.49627,0.9997422225290505,0.007988294094437623,-0.02002563438711744,-0.007116854468695897
3317669000.0,-1.586551,-0.9254151,28.45466,0.9997408396522285,0.009741847409760135,-0.019421353661825437,-0.006794185929487392
3421285000.0,-1.633363,-0.955563,29.42293,0.9997610727631436,0.009112382448035387,-0.01907171477885803,-0.005570598621591274
3524925000.0,-1.680971,-0.9838377,30.39839,0.999783237026,0.006647946168473528,-0.019169243085514102,-0.004671604979292071
3628545000.0,-1.728893,-1.011772,31.37765,0.9997920793712572,0.004587533101822299,-0.019639088410376065,-0.0030097795511977044
3732256000.0,-1.768976,-1.036363,32.35714,0.9997846706610642,0.0046979873066509996,-0.020195540943797052,0.0008254407314427212
3835871000.0,-1.815834,-1.059789,33.33631,0.9997545435341066,0.0066320028501839655,-0.021012842681713616,0.0023086064061742947
3939488000.0,-1.870663,-1.088016,34.32021,0.9997219625631664,0.00883540409459401,-0.021783571701414782,0.0018464038738905876
4043107000.0,-1.92978,-1.12988,35.33097,0.999695522620733,0.009477680862184269,-0.02273054373078783,0.0015355778185984932
4146887999.9999995,-1.993748,-1.194548,36.38751,0.9996927520600336,0.008406460355192626,-0.02326399027867897,0.0015873434556589454
4250460000.0000005,-2.061112,-1.249881,37.4285,0.999693985311629,0.006878992670979731,-0.02376159173523011,-4.415646315654063e-05
4354202000.0,-2.126953,-1.305052,38.47151,0.9996816750916822,0.006387350922305598,-0.024407490159416248,-0.00015702930250314072
4457940000.0,-2.190967,-1.349142,39.50365,0.9996759889300421,0.005244304253778212,-0.02490156857925171,-0.0005712371916554806
4561559000.0,-2.256115,-1.393047,40.53855,0.999683628586861,0.003325507369632038,-0.024929427139252246,-0.00032771733277716736
4665293000.0,-2.32994,-1.426813,41.56111,0.9996750076126523,0.0025398374808073922,-0.025150551762303,-0.003298200458815577
4768912000.0,-2.399728,-1.460731,42.58303,0.9996756427238163,0.0023930736884934358,-0.025107168458078043,-0.0035373203225187912
4872532000.0,-2.465214,-1.489501,43.59302,0.9996716215416048,0.003280890126646993,-0.025182842025908005,-0.003421887177170225
4976146000.0,-2.535885,-1.52285,44.5979,0.9996641270176784,0.004718510899842869,-0.025062003072051545,-0.004611378415130363
5079909000.0,-2.600016,-1.559885,45.59882,0.9996519195800853,0.004771092653871096,-0.02554948540041355,-0.004527709190427017
5183503000.0,-2.661881,-1.593756,46.59803,0.9996423299633039,0.0039720114705647765,-0.02620921958955836,-0.003537241710858137
5287117000.0,-2.728914,-1.629817,47.59275,0.9996324020126403,0.0034673390492338807,-0.026643948972919516,-0.0036246916400222173
5390861000.0,-2.800794,-1.664529,48.57856,0.9996182315193174,0.004591462666081255,-0.02677512463398254,-0.005040077937194672
5494473000.0,-2.871336,-1.697621,49.556,0.9995902988636307,0.007315712369713443,-0.02715537851275143,-0.005319792107800294
5598233000.0,-2.937935,-1.729013,50.53773,0.9995797269896284,0.007719069159744871,-0.027388200675222133,-0.005538215093404417
5701829000.0,-3.002463,-1.766742,51.51845,0.9995882576595116,0.00608236942896515,-0.02753518017088401,-0.00530412898675458
5805571000.0,-3.065844,-1.798994,52.49501,0.9995987046537176,0.004494059536648074,-0.02769389649545338,-0.003909115039237729
5909185000.0,-3.130185,-1.830051,53.46498,0.9995988473093887,0.00404622192524633,-0.027838092480047684,-0.0032883358930232416
6012921000.0,-3.19152,-1.858398,54.42804,0.9995981851976843,0.004444856650824305,-0.02793906471999835,-0.00176636955971783
6116541000.0,-3.248811,-1.886487,55.39178,0.9995876250700232,0.005287332838082858,-0.028224423909106025,-7.624519123874618e-05
6220278000.0,-3.310922,-1.913841,56.35039,0.9995725075961138,0.004807332838373553,-0.028831572718968208,0.0006572849829841321
6323895000.0,-3.371514,-1.938229,57.31251,0.9995624937606602,0.002616389196893023,-0.029385376401145,0.0021154735411972945
6427659000.0,-3.438994,-1.956763,58.274,0.9995565649903942,-0.0001873756142101073,-0.029626047274436757,0.002989247041621576
6531383000.0,-3.511313,-1.975962,59.2254,0.9995497542306309,-0.0011719241670091795,-0.029898129340734582,0.002239927042733986
6634992000.0,-3.579193,-1.998111,60.16633,0.9995288967880035,-8.629175366170109e-06,-0.03065698558022108,0.0014607006634466619
6738741000.0,-3.641784,-2.021539,61.09125,0.9994968594513556,0.004254903051710879,-0.03142235977069028,0.0007476986953273024
6842350000.0,-3.703384,-2.049159,62.00632,0.9994632755241353,0.007106186486870928,-0.031978105583895904,0.00025249840682676496
6945963000.0,-3.776035,-2.078109,62.91678,0.9994427430745778,0.006807033243834972,-0.03259538139388621,-0.002325666736179765
7049705000.0,-3.84394,-2.112094,63.81519,0.9994328490205806,0.005405881057300107,-0.033005087018043354,-0.003926955504070674
7153323000.0,-3.912602,-2.145353,64.69786,0.9994084489833089,0.004575236726319817,-0.03367334443035111,-0.005284428497942613
7256934000.0,-3.978228,-2.173835,65.56672,0.9993849319035648,0.005019198985126355,-0.03429235021787623,-0.00534791942621212
7360549000.0,-4.046625,-2.201409,66.42163,0.9993545878478377,0.004602626420481838,-0.03510296148392433,-0.006083228794807369
7464167000.0,-4.114442,-2.230822,67.26455,0.9993254136654068,0.0043012693593715125,-0.03584195625921871,-0.00675061892524868
7567786000.0,-4.179994,-2.258366,68.09328,0.9992990073636451,0.003791008992597701,-0.03664967887939801,-0.0066274558383154205
7671396000.0,-4.244856,-2.28331,68.90994,0.9992749003073057,0.003421119993384802,-0.037373920805286315,-0.0064155746005638
7775144000.0,-4.313021,-2.307845,69.71424,0.9992442821242205,0.0023528893360538054,-0.038057867953459786,-0.007545014291615148
7878754000.0,-4.381935,-2.329476,70.50799,0.9992189847511898,5.1450685288094145e-05,-0.03861283585307535,-0.00839444894035003
7982493000.0,-4.44551,-2.355391,71.28437,0.9991714905938984,-0.0007696011853892952,-0.03953681482000919,-0.0096218694790035
8086111000.000001,-4.514875,-2.382091,72.03735,0.9991232186047563,0.0009073956430263294,-0.04032800658625127,-0.011208147161711063
8189849000.000001,-4.58021,-2.409731,72.76791,0.9990811878331771,0.00469988854069847,-0.04098276525340843,-0.011623429689076882
8293469999.999999,-4.644343,-2.432982,73.48065,0.999035118251119,0.007546949357030193,-0.04180343255524388,-0.011151191997911482
8397102000.0,-4.709494,-2.459523,74.17539,0.9990130096511745,0.008644624820938267,-0.04200819746137952,-0.011558042890267158
8500847000.0,-4.77573,-2.490277,74.85147,0.9989969490699072,0.006981602933023981,-0.042364376307328935,-0.012712694033670164
8604438000.0,-4.837515,-2.525955,75.50744,0.9989738059938889,0.005268516849847883,-0.04298087736677055,-0.013274857779635624
8708175000.0,-4.891889,-2.556654,76.13828,0.998953315086269,0.006783064736429944,-0.04367922591837495,-0.01176390811364971
8811795000.0,-4.937677,-2.585469,76.7501,0.9989689626266418,0.009071853540747762,-0.04377144307607923,-0.007923001516088326
8915403000.0,-4.985837,-2.616742,77.34409,0.9989701123091224,0.011851265594595673,-0.043420073246091616,-0.005741032678006322
9019162000.0,-5.039038,-2.646048,77.92534,0.9990249758375325,0.012153635116454996,-0.04193087621597948,-0.006571790169646316
